Export mixte par bloc (séparations-données-durées);;;;;
Du 27/02/2025 06:00 au 28/02/2025 06:00;;;;;
Type machine : MTI PF_SOLYSTIC TAE;;;;;
;;;;;
;;;;;
N°bloc;;;;;
66441740634196;NOMBRE OBJETS TRIES SANCTION URV LIGNE;0; ; ;
66441740634196;NOMBRE REJETS ACHE TL;131; ; ;
66441740634196;NOMBRE REJETS ACHE URA;38; ; ;
66441740634196;NOMBRE REJETS ACHE URV;0; ; ;
66441740634196;NOMBRE REJETS ACHE URV LIGNE;0; ; ;
66441740634196;NOMBRE REJETS ACHE+DISTRI TL;164; ; ;
66441740634196;NOMBRE REJETS DISTRI TL;312; ; ;
66441740634196;NOMBRE REJETS DISTRI URA;0; ; ;
66441740634196;NOMBRE REJETS DISTRI URV LIGNE;0; ; ;
66441740634196;NOMBRE REJETS HORS FORMAT;97; ; ;
66441740634196;NOMBRE REJETS IMPRESSION REEX;2; ; ;
66441740634196;NOMBRE REJETS INDEXATION;0; ; ;
66441740634196;NOMBRE REJETS NIVEAU ARRETE;1176; ; ;
66441740634196;NOMBRE REJETS PAS CODE URV LIGNE;0; ; ;
66441740634196;NOMBRE REJETS PAS DE REPONSE IMP REEX;19; ; ;
66441740634196;NOMBRE REJETS PAS DE REPONSE UAIV;0; ; ;
66441740634196;NOMBRE REJETS PAS REPONSE IMP;0; ; ;
66441740634196;NOMBRE REJETS PAS REPONSE TL;34; ; ;
66441740634196;NOMBRE REJETS PAS REPONSE TLV;9; ; ;
66441740634196;NOMBRE REJETS PAS REPONSE URA;0; ; ;
66441740634196;NOMBRE REJETS PAS REPONSE URV;0; ; ;
66441740634196;NOMBRE REJETS PAS REPONSE URV LIGNE;0; ; ;
